content,sentiment_label
missing lol plaid bud haha damn cant bg right,3
ram upgradedone ff still slow disabling addons sure one make cut honest like sophies choice,7
finished bio mol mind map stupid sheet hid section back,5
killed dill plant happen dill great suddenly dead,11
aaaaaaaaaaa mcfly,0
booooored learned though,5
time work,8
traded ipod brother cellphone phone died e,11
degree gorgeous stuck library midterm hour lame,11
ur linky worky,9
sad leaving soon,11
feel like shit cause couldnt sleep last night went sleep bk soooo tired,11
please dont forget french fan,7
well took early graduated final stage guinea pig seriously waste time,11
worst day ever noon,5
didnt get job keep applying schooli want teach,7
listening mendeed discog still think disbanding loss metal,9
ive reply topic yet lolz welll somethin could reply yanno,7
friend mocking weekend talking,9
want ghd straightener shipping cost pound deal,5
fuck awake hate sickness,11
cant seem access restuarant city due internet javascript problem,7
pulled direction knowing go,11
real bad headache,11
,11
fuccin bacc hurt dragged long blocc piece wood corner garage,11
hope presentation went well today tweet yr campus tomorrow ill around lunch time onwards,11
wanna know whats worse coworker brewed fresh cup coffee think bacon,9
cleaning,7
ive waiting time get whenever feel like,5
son bitchmy medium thing stream music home isnt working cant itunes play music iphone,5
oh hope bad sound,11
want gooo,7
bad,9
found abuelo aguadilla well,11
tour philippine sometime lot fan would really love,6
hey love whats voice shot whats new,6
trying get swimmer ear go away,11
follower gosh darn good mood atm might bbq later heat waaaave lt,4
rip michael,9
exam kinda near week project yet submitted almost failing one subject may allah save,11
starfleet one even romulin one like random one dont remember ha cant wear lame,5
omg bad mood day wats ppl doinnite,11
straighening hair going straight want bummerrr,4
dont feel like reboot osx supported hibernate amp reboot bootcamp,4
dont think he ganna text,10
last school day tomorrow funnest day ever also really sad righ ow getting ready go moab phil,11
oww cant even describe much back hurt going go stupid doctor,9
always miss wont able commence foolishness til fall come fall ill visiting yay,9
dreaming bacon waffle fresh butter maple syrup brewed coffee,7
quothi jonathan spotify month cn unlimited music w interuptionsquot luv r little chat j dont leave,7
poor heather didnt make cheerleading squad sorry babygirl maybe next year,10
aaaaahhhh friday funeral,9
lol ive bk year going havent come yet,5
told andrew jt going cameo mtv movie award said quothes pissing offquot guess theyre fight,5
hope better weekend,6
price oi ran problem good fix there app utility called quotgrabquot work good enough,11
sun making happy shame work tonight x,9
way back dublin omg didnt hit bed sleepy road back good ole dublin p,10
good reply fallin sad face,11
going home back get grocery stuff,7
feel pain mine way,9
stuck inside elk grove village working day someone enjoy,2
acabou,7
sad wish could stay longer last time ill see tonight better wear make,11
sad day office glad friday like get away poor coworker lost son,9
variable type going helpful margin error,6
frustrating r mood partner work ugh,5
ugh got stop biting nail grrrrr,11
wish pool,9
redi med getting checked strep throat,11
broken little toe vai doctor hoje vocï¿½ vai na fm quero vï¿½lo atravï¿½s da internet got see,7
found six great vegan place eat relax four cant get without car,4
soooo feeling well need get bed,9
well done yet thing left huaaahhhhh jupaa resaaaa awas kaliaaannn,9
soooo tired study subject history gonna hard gtlt help,11
ok booboo daddy took dental bridgefront tooth forgot table uhoh shiney plastic chew sawwy,10
university hungry,4
seriously quiet lonely without bunny,1
oh plzzzzz never time,11
fml hate cs bad cant find lj layout everything want,11
class sick hungry,11
ever piss thought meant castingrelated wank crap,5
omg post deleted annoyed cant go forum work,11
last friday highschoolthats intense one test goeconomics ewww man,5
crap cover whole purse look like pattern,8
got replacement phone text message call history gone sad,11
nope nott planning aunty come america havin big family meal cant xx,9
happened day customer asked ship work address sent another one,7
even better kapsel cha dy nulis note spertinya gw ga ditag cuz g ada notificationnya huhu,10
kind miss first main male tauren shaman named icewater stuck maybe ill fetch one day,11
thats right kick,9
good morning since ive quottalkedquot keep awesome tweet,7
ugh hate car miss little ford focus,5
cant tonight could kill pint though another day,11
decaf isnt cutting right g,11
hmmm really thats weird idk one sowwy,9
beatrice dont remember guide,7
guessing belt thing nogo since didnt hear backsorry stop weekend well talk bout ring etc,11
aww twiter miss today ill post little mea movie theaterahah soo coold,6
lot thing nico gud news job bad news middle nowhere got phone twitter cnt play video,9
hell know suffering,10
took class minute ago awsome bad graduate next year,7
went go check phone message remembered dont phone anymore,7
weather making gloomy,11
lamentablemente paso jrztwitterlunch,11
slow want go home already,11
sourish limb preventing gg friday happy havent v long timeeven fri,9
blah work job one day job two night,7
lol okay song catchy get stuck head,4
worried something bad happened today dont know whats gonna happen next,11
getting ready tonight teacher dinner beach raining hate,5
th st pub anyone tonight dont want lonely drunk tonight,11
hurt upset trying smile feel broken inside,11
back manchester whats weather sweaty,4
remember one shit fun got aladdin fun omg wanna play,10
whats wrong dressing fifty fashion,7
time friend today,11
know dude rerun making jenny watch conversation lol havent online much,8
time conference call,7
hahah sadly current activity though room,11
sick math,9
french isnt meant taught asian,5
good theyre realistic still dont like thinking,4
finally left house gloomy outside,4
want chocolate milkkk,7
wanna go see cab really bad,7
loving sun today even thought revising good day though kates afty shit day bless x,4
went get dog vet theyve stitched ear charged u still bleeds like waterfall everytime move,11
found leave lovely flat waiting hour plumber still job news good day,11
targeted browser read window mobile us ie core default,7
damn need replace macbook display chf work hardware almost half mb price,5
um think miss jay leno,11
holy crap time go gta sucked away life wasted whole week wish self control,10
ive totally got job tell,11
didnt see last night oh well watch theater thats must,9
three hated word quotsee mondayquot,9
try catch swarm gone roof gable end set bait hive hoping best moment,2
ughhh seriously hung,7
extremely bored,9
fucking cold,11
apparently looong time seeing seem everywhere except la,10
via found geocache head probably find day,4
miss dance friend,11
kayla amp went go visit wouldnt let u school,11
computer work hate call tech support,9
ehbut ill picking cotton soonneed suppliment income,7
hair dresser passed away yesterday breast cancer greatest hair dresser id ever,11
getting ready go ikea alone cuz one go,11
going antisocial,7
renee b fa real shay toilet night shlda knwn sumthin w whn didnt crd u scorpian bwl,7
got day cuz hundred thing dothen woke fckin migranethere go day bed,5
aww happened,2
dont know write anymore mind must tired past midnight already tour philippine,11
wors bike race camp weekenda total people going anywhere sunday option race right past house fb,3
